Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
93.9,84.47142857142858,16.185714285714287,9.957142857142857,999.9,15.0,4.828571428571428,0.8200000000000001,0,237,2.653978746898473,2018-07-21
93.9,83.34285714285714,14.257142857142858,9.785714285714286,999.9,22.9,5.171428571428571,1.76,0,238,2.7723518078966203,2018-07-28
93.0,82.51428571428572,17.185714285714287,9.885714285714286,26.0,17.1,6.771428571428572,3.7,0,239,2.780928789379,2018-08-04
93.9,83.17142857142858,17.54285714285714,9.771428571428572,999.9,18.1,6.014285714285714,2.42,0,240,2.7160984456134822,2018-08-11
91.0,83.67142857142856,18.071428571428573,10.0,22.0,14.0,6.8,3.25,0,241,2.705604623307888,2018-08-18
91.0,82.9,16.414285714285715,9.857142857142858,999.9,18.1,5.214285714285714,1.81,0,242,2.746450906489111,2018-08-25
90.0,82.37142857142858,17.02857142857143,9.785714285714286,999.9,17.1,7.014285714285713,1.51,0,243,2.779552838807711,2018-09-01
89.1,80.64285714285714,14.757142857142854,9.5,999.9,24.1,7.185714285714285,3.77,0,244,2.825771756987895,2018-09-08
91.9,82.64285714285714,13.200000000000001,9.9,999.9,20.0,3.571428571428572,1.02,0,245,2.77155393545949,2018-09-15
91.0,83.95714285714287,13.742857142857142,9.985714285714286,999.9,13.0,5.428571428571429,102.66,0,246,2.72191109356994,2018-09-22
91.0,84.34285714285714,15.528571428571428,9.985714285714286,999.9,17.1,7.485714285714285,0.12000000000000001,0,247,2.7130889346143254,2018-09-29
90.0,82.70000000000002,15.157142857142855,9.857142857142858,25.1,19.0,9.0,1.4500000000000002,0,248,2.6860441967675164,2018-10-06
90.0,82.5,11.500000000000002,9.814285714285715,999.9,22.0,9.057142857142857,0.01,0,249,2.8020202043141813,2018-10-13
90.0,82.2,16.95714285714286,9.985714285714286,999.9,18.1,8.457142857142857,0.5499999999999999,0,250,2.761769754917021,2018-10-20
91.0,80.01428571428572,13.77142857142857,10.0,999.9,14.0,5.528571428571428,0.02,0,251,2.6306196627949676,2018-10-27
88.0,76.1,16.571428571428573,10.0,22.9,15.9,6.6000000000000005,0.05,0,252,2.5062320986661533,2018-11-03
88.0,79.58571428571429,15.671428571428573,9.914285714285715,999.9,15.0,6.128571428571428,2.09,0,253,2.7358290361626483,2018-11-10
